token_address,from_address,to_address,value,transaction_hash,log_index,block_timestamp,block_number,block_hash,
0xee6760ea173d858cd0434b9d5bbd5e9443311e78,0xcd7642260fb84ce6d28730f6579d4f6ab26c8369,0xee6760ea173d858cd0434b9d5bbd5e9443311e78,40,0xa6afb709acbd11450342df5b22309f0eef4897b8c8ebcd137a4bb4a52b68f952,16,2016-02-08 15:59:58 UTC,973405,0x195775d21582e3599b7f670f8c1e129ceaa69df813c3fe9f3a67e1d83be7e7ca,
0xee6760ea173d858cd0434b9d5bbd5e9443311e78,0xee6760ea173d858cd0434b9d5bbd5e9443311e78,0xcd7642260fb84ce6d28730f6579d4f6ab26c8369,82,0xada18874d7cabc0d0c667c8e66ad95306ed1473e95b3eb0208f23e73f99bcf63,0,2016-02-08 15:44:40 UTC,973341,0xc63cc7bfef6d2165688afd6593609447880a3a13f1ced85c11de6520da06f213,
0xee6760ea173d858cd0434b9d5bbd5e9443311e78,0xee6760ea173d858cd0434b9d5bbd5e9443311e78,0xcd7642260fb84ce6d28730f6579d4f6ab26c8369,82,0x46762fede53c0a3122fab3189554009dc3988e48d9c91b1e699ce94cb5d3b78c,4,2016-02-08 16:03:14 UTC,973422,0x6a66889483a34d13437e3a062b87fe9b80b5984c97cdbe5387baf4f576f7e7ea,
0xee6760ea173d858cd0434b9d5bbd5e9443311e78,0xee6760ea173d858cd0434b9d5bbd5e9443311e78,0x3310ece233b86ea762776dc4aba61f9b9706fc7b,82,0xf91f6bd91665f17c033787dcab70f712a64ac2d74df0a03e979fba9053a242f0,4,2016-02-08 15:54:43 UTC,973380,0x54bae2b008584672c4cef8ec521ba3c8f801faad9e1e956a627dc9d39efe5299,
0x016dcbef5fa51f354064d505288f3908d84b6411,0x2a98293115f30bfa0081aa31446bd3edb3ee1d1e,0x49a4f9bfebd0c5164869cebb3d0062daa4039dda,5000,0xc804d0cd652e6c7a43c9f6fd05016f529ebaf9eaaf08fdf728f0f46d50c9553c,8,2017-02-08 02:53:33 UTC,3143122,0xdd08ae41291157eaa4df5621edda667ace13c9d9d3f2bd883cbffc92ef0ca3da,
0x016dcbef5fa51f354064d505288f3908d84b6411,0x7b06ca7c5b0c1a8849237d53c9935b7eaa61263d,0x2a98293115f30bfa0081aa31446bd3edb3ee1d1e,13000,0x6341f3bb275314929569252fadc2ad0d848960fb330af6d72a7d8ae2cd36505e,25,2017-02-08 02:17:40 UTC,3142978,0xd679878294640d5ee7b71a10d6bfddbbc0c9b5217d1d65419435c3e49ca8e3ef,
0x016dcbef5fa51f354064d505288f3908d84b6411,0x2a98293115f30bfa0081aa31446bd3edb3ee1d1e,0x746a2679e0f3bbf13ffbdeb87ca40014e47c6dd7,23000,0x5077b56f69318a6db67a75706306979585a41ddd590431f0505070a7ef170a45,0,2017-02-08 02:25:50 UTC,3143010,0x6f71c4fc895899db675e70e9abba6325cf12f39c5408d75417ecce8c1d6dce18,
0x016dcbef5fa51f354064d505288f3908d84b6411,0x2a98293115f30bfa0081aa31446bd3edb3ee1d1e,0x228b2f0632027f76b41dc40c6e3abca5c107a878,1000,0x5e3506ca37d04afdce0047be947539b2ec64881f0109b2623cdf35f2dd023310,0,2017-02-08 02:40:44 UTC,3143073,0xd95d79ef33642499a89ca5eb4bb99c1765444fde88efd92288433c27aa507389,
0x016dcbef5fa51f354064d505288f3908d84b6411,0x2a98293115f30bfa0081aa31446bd3edb3ee1d1e,0x3ba2b21ecef268fcfacf0f68fa101ef74403a15a,5000,0xa9ed853fce6075a078ebbb4c36306ac1f40b97728944117028313255b605998c,0,2017-02-08 02:55:53 UTC,3143133,0x9817d70cd0397c14c272ae6600d6064c79919c53cad0feb9712294ef77a5c847,
0x016dcbef5fa51f354064d505288f3908d84b6411,0x2a98293115f30bfa0081aa31446bd3edb3ee1d1e,0x87f63c3d72e00737e655c063e91983257834edcb,26000,0xa76f204154dee86954f57505a2135e73446e6218b67270f245195f31a00de487,4,2017-02-08 02:42:56 UTC,3143075,0x2332af1dd7c6cd3fe77b912070943ac9df79a25e96081c0a3f6bd3c6c59ab7c3,
0x016dcbef5fa51f354064d505288f3908d84b6411,0x2a98293115f30bfa0081aa31446bd3edb3ee1d1e,0xcc45585b4905846b890b30e0a3e772b7f9df7457,14000,0x2e5d8764f5b345bbbad585f48503e98ade37ecfd34715f9c71477f1761adce5e,6,2017-02-08 02:42:56 UTC,3143075,0x2332af1dd7c6cd3fe77b912070943ac9df79a25e96081c0a3f6bd3c6c59ab7c3,
0x016dcbef5fa51f354064d505288f3908d84b6411,0x2a98293115f30bfa0081aa31446bd3edb3ee1d1e,0xc0d3727d95e04d37d03e754eea5cfeef8c8b789c,3000,0xdabe6c79fe540910510d9468dd41ae0c65cd965d8f0ecfad830b55b8ddeb3f31,5,2017-02-08 02:41:46 UTC,3143074,0xd31e69d5e712b905ab6aef781d7f59459c2aef6a6f72bee4bbb7fd49edf0a4fd,
0x016dcbef5fa51f354064d505288f3908d84b6411,0x2a98293115f30bfa0081aa31446bd3edb3ee1d1e,0x271c11557b20a1f264fd74af9bb01e10d6da043d,1000,0x2ae935cd7b7327683cdd0485cf4e45c7cb3a85fbdf697efdce3b91ece31c2c02,1,2017-02-08 02:41:46 UTC,3143074,0xd31e69d5e712b905ab6aef781d7f59459c2aef6a6f72bee4bbb7fd49edf0a4fd,
0x016dcbef5fa51f354064d505288f3908d84b6411,0x2a98293115f30bfa0081aa31446bd3edb3ee1d1e,0x271c11557b20a1f264fd74af9bb01e10d6da043d,2000,0xf7202636609b93b7d6fd849582ca6785c1c76c676936efd69eb32d1b7e718420,4,2017-02-08 02:55:27 UTC,3143129,0x684583a38818636c0a54097819dcf2a617544b3ef88da713255e4f02ac765f14,
0x016dcbef5fa51f354064d505288f3908d84b6411,0x2a98293115f30bfa0081aa31446bd3edb3ee1d1e,0x6f18b7ba092f4641a03e624ba399591298ea6e4a,5000,0x6ae72b287bcd11f1a195b946a2ec3f8825d0babea1b57b1d46be2a3a0983878d,4,2017-02-08 02:54:32 UTC,3143128,0x6583e7ce0ca7dac25b4866ce13353848b23b33e63e5444140809bc6c15658428,
0x01afc37f4f85babc47c0e2d0eababc7fb49793c8,0x1cddd700d327ac29f5053fd219f9ac77112a12e7,0x3e6288bc299dac35d293949e08faae61547d297d,500000000000000000,0xa2d15791ef0e9d6ba4f3347d947037dc1eb18d896c722adc6ff505ac055f5416,4,2017-02-08 02:01:28 UTC,3142907,0x1e7ea8a0bfd80eadab6ae7da63f649dd6e8b64735723dca557a381ffcd6c2920,
0x01afc37f4f85babc47c0e2d0eababc7fb49793c8,0x286ff78b23407f502da3e99606bf2c5033f871b5,0xa1b5eedc73a978d181d1ea322ba20f0474bb2a25,16303508150708500000000,0x0517e621878b563919120896c5804ab6a05fd176f317e2d270357a74b1ddfb4e,1,2017-02-08 07:45:12 UTC,3144357,0x110d198c49d6aa9d8c9b250b3a49f7e05004f86b648ad3fbbe6c0cf8bd4c6943,
0x01afc37f4f85babc47c0e2d0eababc7fb49793c8,0xa7c2c774a692d20ab191f7fe0db66ba72157cf9b,0xa1b5eedc73a978d181d1ea322ba20f0474bb2a25,243039000000000000000,0x5aa685ee11c14d302618d4b81b7248b83643b96224395f5cd419457a420a39ac,2,2017-02-08 03:31:40 UTC,3143272,0x58ee1bcb17ef832eaae1ff4c3250e862d148ed8aea4c788bfa5fbfa85bc31473,
0x01afc37f4f85babc47c0e2d0eababc7fb49793c8,0x0092fe4d0cd62aae879f4a8ec5ebe649fac240b0,0xa1b5eedc73a978d181d1ea322ba20f0474bb2a25,5536217654825210000000,0xcc396f7a0fcd72a6974d41fc662879f89d8f18ab7c535ef86d72c95303e68c9b,2,2017-02-08 11:28:34 UTC,3145267,0xf2f872086784ffc1d7e9c7e6492629702c3c1be5c542802129b44dae1fff797c,
0x01afc37f4f85babc47c0e2d0eababc7fb49793c8,0x0092fe4d0cd62aae879f4a8ec5ebe649fac240b0,0xa1b5eedc73a978d181d1ea322ba20f0474bb2a25,40000000000000000000000,0x7195d5e583077483c4858e678f7833e81b223bc179086b6b84ef6ff757561f77,2,2017-02-08 11:29:40 UTC,3145273,0xcac2552952c47f40a533f87794e6e0117b609592129c723d3a05d86440d7af5f,
0x01afc37f4f85babc47c0e2d0eababc7fb49793c8,0x1cddd700d327ac29f5053fd219f9ac77112a12e7,0xa1b5eedc73a978d181d1ea322ba20f0474bb2a25,200000000000000000000000,0x1d23153cdb8d0efc63ba54cb609b27a4a300cf517774cea647fe53277c0d8674,2,2017-02-08 05:03:14 UTC,3143645,0x3d5888628c340b1187e4aaee55416d362e332a96340043a3c0030b8c4515f516,
0x01afc37f4f85babc47c0e2d0eababc7fb49793c8,0x0092fe4d0cd62aae879f4a8ec5ebe649fac240b0,0xe89c092468afcf8728aa8843feeb8eaab539f2ba,635661971830985000000,0x21d21eb39283a0d786c5e9f9ec29c4d157c19837ef5b8d6785df165d57cc6451,1,2017-02-08 21:00:27 UTC,3147704,0xad64440dfef154657f35281b4cfcce29aed669e313efa450f822038a303424c2,
0x01afc37f4f85babc47c0e2d0eababc7fb49793c8,0x0092fe4d0cd62aae879f4a8ec5ebe649fac240b0,0xa1b5eedc73a978d181d1ea322ba20f0474bb2a25,5536217654825210000000,0xf01d53a1bee178430c10cbeb94d4a0c9ba6ea7bdad04a3261d067f1e44ed1836,2,2017-02-08 16:40:46 UTC,3146626,0x315cc5bf0c210506d21438a679a6c091d3c7e2d743f7b79d1295762db0527bc9,
0x01afc37f4f85babc47c0e2d0eababc7fb49793c8,0x1cddd700d327ac29f5053fd219f9ac77112a12e7,0xa1b5eedc73a978d181d1ea322ba20f0474bb2a25,100000000000000000000000,0xaafd84295725a8a39df4e327ecec8d739cf7f34cae1b615b6afeaaab5299da33,20,2017-02-08 04:58:39 UTC,3143620,0xf8a4f9b5f4c2798dcaf0d01632c92888aa6e9f3865bdc713258ed66da10f048b,
0x01afc37f4f85babc47c0e2d0eababc7fb49793c8,0x00ec91ca58c06dfde5fda04f01a00c67bf539b7d,0xa1b5eedc73a978d181d1ea322ba20f0474bb2a25,7934876080000000000000,0x94c54c3e7bd7ae08f02668ee0ff55f23881eaea897b4961d76bb2a29848e5f94,3,2017-02-08 11:35:49 UTC,3145309,0x8544a0857773dd85a2d6b2b7e2e5c1c86c010838d950e8598dde575c541e1818,
0x01afc37f4f85babc47c0e2d0eababc7fb49793c8,0xaf9e08f3020e624c945cc446e8759602049cb176,0xa1b5eedc73a978d181d1ea322ba20f0474bb2a25,4000000000000000000000,0x3e714627cbc61ec76af3b156f3f1384b6b66846c3603e032f7a0870ee257dc66,0,2017-02-08 01:40:50 UTC,3142826,0xadb49ce4bf98799b44fdd39e34f35801f59da4e89f59b8765a0dabb36aafd157,
0x14f37b574242d366558db61f3335289a5035c506,0x2b9cac2253d8c6be41e895b35a023821bba3b37b,0x3fd8040de7b0b3b08e744052835655072eb4e774,244817000,0x58187b4625fec1ad49da7d23659243af44d4ffb0eec34dff9db5622453412d2c,0,2017-02-08 06:38:56 UTC,3144082,0x5b76bcc1d1e62d2475be89b38c6dd9fb004c4110b5b3bdf388b07b28c7456b38,
0x14f37b574242d366558db61f3335289a5035c506,0x2ccc5a059a1bda4c3c3c594516e812a0b15799c9,0xd396674aba722c168174d3e4b6578bc576070b96,764516000,0x7608e5364084318e0afa1d890926d1be056a23c2a3f12eaae5cb3df137cd4d47,0,2017-02-08 06:43:14 UTC,3144099,0x092cc7a39279a2f54b2614ae8af8592efaf40b7c5360d56b1b4aca2669be216c,
0x14f37b574242d366558db61f3335289a5035c506,0xf476e1267f86247cc908816f2e7ad5388c952db0,0xdbea4a177681c1590d0a887ede5438d7cba67499,10000000,0x3c515fe4e333092c276296f42a96bad56f10772d8fb956561233bc9d6231b58a,0,2017-02-08 01:32:04 UTC,3142790,0x3809579ae53e69b82c66d630e69f021697f04516c09c85fca364457fa53360a4,
0x14f37b574242d366558db61f3335289a5035c506,0xd396674aba722c168174d3e4b6578bc576070b96,0x2fcfaa0be7b8759be99ffe101a4aea773d6c6bda,262883000,0xce7dd91609353d70c1d9f34796badad2e0e03d6044f70c565981a8bec1e71b6e,0,2017-02-08 06:47:11 UTC,3144118,0xa43456626f3875083b918fcf80b8e81e891df1e3c56f52f7dfdaed85a1549cf2,
0x14f37b574242d366558db61f3335289a5035c506,0x8a09753e40b46525b043682dbe5a4eed018dcc25,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,329139,0x78a9c275bb595960c78e1e2f9383757b0a570818a966df75e9bd7cbbaae06435,0,2017-02-08 20:46:39 UTC,3147642,0x1a0a090f0b2acc912d23d2e9c90144a661ab6ee190b3fe48260e2465b92afb6b,
0x14f37b574242d366558db61f3335289a5035c506,0x342e62732b76875da9305083ea8ae63125a4e667,0xf8615b256cdd36b9882de58a1978dd62ea7574e2,73847000,0x1ea33e3c2816d8fc6bcbb71e2f63796047516a065b1d7a334eb5e566d52ff9fb,0,2017-02-08 09:14:45 UTC,3144713,0x3539e817189a7b993b0269bc6ea23c62cc40e3bcc101e279d861374390923e5b,
0x14f37b574242d366558db61f3335289a5035c506,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,0x8a09753e40b46525b043682dbe5a4eed018dcc25,3529,0xdde32a761ff11550c1993801ea841ddf8bff5bf0c345b0d4c18a635a69978135,42,2017-02-08 20:44:53 UTC,3147632,0xc1ab62864d94dfe8b3340b373e9013296f782b06207e9e28766a01e86f1a9f89,
0x14f37b574242d366558db61f3335289a5035c506,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,0x8a09753e40b46525b043682dbe5a4eed018dcc25,325610,0x04d71c80c5f138bab12ee1521c7a8e60cb530ec03bcae67ec226561b65c2d8a1,1,2017-02-08 20:44:53 UTC,3147632,0xc1ab62864d94dfe8b3340b373e9013296f782b06207e9e28766a01e86f1a9f89,
0x14f37b574242d366558db61f3335289a5035c506,0xdbea4a177681c1590d0a887ede5438d7cba67499,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,10000000,0x74996a618fc3c6e0027073fcfb1cc0cb05edd6c12975a4d67f7b3369b3310dc0,6,2017-02-08 01:34:59 UTC,3142801,0x537d12e7b37a34577bfa331c7843cd9fb0b5053fe22eecf17e194d24785963f0,
0x14f37b574242d366558db61f3335289a5035c506,0xf476e1267f86247cc908816f2e7ad5388c952db0,0xf54d672e7375e507515840bba3f0f1e2ecea1209,10000000,0xcf7411de3217af3620a9742a4b1ce67e9aa9b74d5571a0e0eb927756bdf1713f,0,2017-02-08 01:49:13 UTC,3142852,0x49b66a76ec4de00249fb3c5bcbc90c164be9fdf34cf8bf392fa0b3d47b3d0f8f,
0x14f37b574242d366558db61f3335289a5035c506,0xd396674aba722c168174d3e4b6578bc576070b96,0x42054784c8acc0c6e90e2cd53ec25c607c1d8e37,229400000,0x8e4ecba059f6d37680963428e6ad62044905af6980fb350cf1bb9809e7407ea8,0,2017-02-08 06:45:43 UTC,3144110,0xfef595ffc5c5be000e051155d1914423406ee47182f2d21c36c9865a10052a49,
0x14f37b574242d366558db61f3335289a5035c506,0x1c3de2ac939e2f4940fc1823faa6ba071a26b88f,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,10000000,0x10a169f3df9eaf33b842ccccf06549ca3becd000d7f7858135cee177af1e74fe,2,2017-02-08 01:12:28 UTC,3142709,0xd28423a44e2247d567afd38d8a69dc7472ff5b26d089d23de6f0553c440d3cb6,
0x14f37b574242d366558db61f3335289a5035c506,0xf476e1267f86247cc908816f2e7ad5388c952db0,0xf54d672e7375e507515840bba3f0f1e2ecea1209,30000000,0xa83aede9462bb9ac3763616b6065f8df32191f6a4211f77494e9504e28bfd51c,0,2017-02-08 02:11:36 UTC,3142955,0x3d5d62f5d287575a61cf331dd7a0d892955f31add030b32bdb65309353d38823,
0x14f37b574242d366558db61f3335289a5035c506,0xe3850dd2d3ff90c490723fa5266dd535bf262b60,0x1c3de2ac939e2f4940fc1823faa6ba071a26b88f,10000000,0xff6ce6eb4cba71284bee31b1e8c75d6ad6379856161607e9d380004f0dec225a,0,2017-02-08 01:10:21 UTC,3142701,0xaf41c34d1013f1f66551d50b93d6f8c9c4f58d8497325bed1a4138ce0da1afed,
